item0 11011110110111111101010010010110111011100001111100011101110100
item1 11111100111100100000110010110111100010101100111110110001000000
item2 11011001001000011111010000011011100100011000011110100001001011
item3 10111011011011010000001110001010011101001010011010111010100001
item4 00011001111001011001101100010110010110010101000100001011111100
item5 00001001101011001110101111001000110000101110010100001101000100
item6 10010111101100001100111010110101010100000101110000110011100010
item7 10111101011010010001101011111001100100011000011010010010100000
item8 00011001010101101001101101100110010110010000110110100110110100
item9 01100100100101100001111001110100111110000110011110010001010111
item10 11000011000001110011100011110101001101110010001001010001010010
item11 01111000101111001110110100001100111000011110001100000010010101
item12 00001101000000001111000100011101000110100101111010100111010000
item13 10011110001011111001111111110000010000111100101001011011100101
item14 11011111111101001010010000000110101100100001101111111001010111
item15 11011001101001000011010011001111011111011010100011110001001110
item16 11010000000111011000101110010111101011010010110010000011000010
item17 10000100001111000101000100011101010100100111111011111111011000
item18 10011111010110100001001000011010011111110101001010101001010100
item19 11100011100100101101110011110101011100100111111101011010011000
item20 01101100010100011101101010100001110110100111111110010001011110
item21 00011010101100100011001110111010000010000000010101010010101010
item22 10010101011011011110001010000001101100000011011010011101011001
item23 11001100110001011111001010010101010111011000100011111011110100
item24 00000100101000100010001000011010011000101011100000100010000101
item25 00101010111110000100011010010111100011110101001010110110000111
item26 11001100111011010011100110101111010001110110101001100111010010
item27 00111000100110101101110000111001101100111101110001010101100101
item28 00110000111001001000011101000101101011011001010011111000010100
item29 11111011110100110101100010010110001000011011001001010110100101
item30 00101111110110000111100011010111101010101110111100011010110010
item31 11001111101011011010001111101001111111111110110000001000110111
item32 10101100000011011100111011101000101001111101001111101010000010
item33 10101001001101011000010000011110100101101100111111000010000001
item34 10010011100100110100100110101101000110011001000011000010001001
item35 00000100101001111000111000110011111111111100101001001000100111
item36 01111010000010000010100111010000001111101011001110000011110110
item37 00000011111001111100110110100010000111101110110000011000101000
item38 11110111011101010001000010011111101000010101101110000000011100
item39 10111110001110101000101000111001111110000010111001100101011101
item40 00000010000010011101000101000011110100100110010110100001101000
item41 11000011110000001000110111001001100111011110111000010101111000
item42 10001100111010000000010001110101111110001011011011010100000001
item43 10101000111001010011010110111101011110111001100100010111011100
item44 11010011001001011110011000101011010010010111000100011100101001
item45 11001110101001011011011100000100000001011111110010111110000001
item46 01111010001100000001101110110111001111001010011010110101110110
item47 00000010111101000110001101110000010011000111101111010101001111
item48 11110010001111010100111111110001010110000101001111001111000111
item49 01110001101001011100101110100001000010111010000100110011001111
item50 00111000111100100100100010100010111011001001101010110011101001
item51 10000101101101011011110111101101011001011111010011100100111001
item52 10010101101001110001101111000001000100110011101100010111000111
item53 11000010011100000111111011000011000110100011100001011000101111
item54 01011010010010110100101111000111000000010101011000010001111110
item55 10001001001100110101111100011000101110001010101000111010000100
item56 01101001110111011101100111001100100110011110011111011001110001
item57 00101011010011000010011111111011111011011000101110111100100000
item58 01001001010011110101011011100101101010000110001010111011011011
item59 10110100100100100110100111111000001110001110101001111010000111
item60 01111000111010011110110000001001000001100111000001000001111110
item61 00011111011100111001110000010001111001100011010000001111011111
item62 00100001100010110111101111101000010001001100111111111111000000
item63 00011001010101111111001001011100001001111001000110010111101101
item64 11001110100100011110011100010001000101011111101101111011111110
item65 10011001100110010110010101111000000011110000100001011111011001
item66 00000001010010110001011111001110001111101001111001000110110010
item67 10111010011111101010001000100101001011011110010001100111000111
item68 10101000111011001010111011110010111110011101111001000001110011
item69 00100100000011100101111111101110000001100110111111110101011101
item70 11111101100110100010100111100011010110101000001101111110000011
item71 01011111100011010001011111000010110011101111000000000111010111
item72 11111010001101011010101111101001000101011011001001111111011110
item73 01011110001111011110000111101110100001110000101000000101100110
item74 01011111000010101001110101110010001001011010000010010111110100
item75 01011111111110100011111111011101101011111110100100010010111101
item76 10010110000010000110110011100100111111101101101110110111110110
item77 11001011000011101001000100111001011011110010011111010001100111
item78 10100001110101011101101101101111110010001100110100000111001010
item79 11001011010111001011010010101000111000001100111110000100111111
item80 01101111011001000100000110010000110010011110110000110100010000
item81 01110111111010111111001000110000111000010101111010110010110000
item82 10000100010001010011110110000100011001001101010100101000101010
item83 00000111101000011000110011101110010110100110001111011000111011
item84 10101111010110011011010100111010010101110101111111011001101110
item85 00110000011010011110011100110001010110011110011110111110001111
item86 11011000111100011010101111100101000111111110110111111101111010
item87 00010100011010111110001011001101101001100100111010101111100110
item88 00011010110100000011111010110000111001010101001110001001011110
item89 00010110101011000101101010011010111100111011010110111000010010
item90 10000101011110100001000010100100111011010100110100110100111011
item91 01010001110011110110010110011110001101110000010011111011000100
item92 11110110000101000111011001100010001110011011101111101101101100
item93 11010011000101100110011001010111001011111101010010100011101000
item94 00000001010001000111101001101101001111001110011000110101111111
item95 00001000010100100001010001001110111000010101000101110111111111
item96 00000011011010010011010100011111000000000111110000001100111111
item97 11100001010110000001010101011111000011110101110011100101010001
item98 10110010101010001001101011010011110100011111001101000100100110
item99 10110100111000000101111100011010110001000000010010100000000111
item100 00010100101010011000111100101011110010101001010010001100100101
item101 00001110111101100010111100101101110110110011011001110110000111
item102 01110101010000010100010100111110010001101100010000100011111100
item103 11000000110000101001001011011011001000000010001100000111111000
item104 10010110000010111101011010110101101011101101110111011010111010
item105 00001001111011000110000000010100001101110000101111001110101100
item106 01001110000101011000011111101010101101110111011110001011011001
item107 00110111000010000110010011100010100010000101001111111100100111
item108 01111000100110011011110010001010000101000011110110010110011100
item109 11011100000101000101000000011110111100111011110001101101111100
item110 10101000100100011110011000111001110010001100110011001000110111
item111 11101010100001101111001011110111010101111111011000110110101011
item112 01100100101001000110101011101101100101111011111000010000101010
item113 00110011101010011000110111111010001011101001101000001011100000
item114 10110100110110001010101010100001110100010001001111011010001010
item115 01111001010011110101010111001111100100110000010001110011100101
item116 11001101110101000011001101011111000100001000101100001001111101
item117 10110111000111010111010011011000100001100010101011110001001111
item118 10101011101001111001011011110010111011111100000000001111011010
item119 11010011001001101111110010001110100000110110011011011011010100
item120 01001111010011101111010100101001101110100010011010111001010001
item121 01011101001110010101010100000001001110101100100011111010001010
item122 00111000110011110010001001010101001010001000001101110011110001
item123 11100001100011100111101101100011011000101101000110111101110000
item124 10011110011000001000010100011101011110110100010110010111000000
item125 00101011010001110001010111011000100011011110010011010110101010
item126 10100010000010010010111111101110001010111001110000010001100111
item127 11110010111011011000011010101010000011010101101100110101101110
item128 11100001101011010001000100100010010011010010111000101001010010
item129 00011101111110101010000010011101001011010000101101110111100001
item130 00001111001000010000000110111001001011101001001111101100110101
item131 01100000000001111111010110001111101110011110101001101010001100
item132 00011111100011110111101101100100001011100100101011010100110011
item133 00100000000010101010110110110111100101100110111000100100101011
item134 10001111000001010111001000011011111001100110001101010100100010
item135 00001100111010100111111111111111101111001010100011001110100010
item136 11010000010001010000011011100110110101000100011110101010000000
item137 01111011101110001110010001011000000100100010100001010010011101
item138 11111110011001011000111011100010101110101000111010111111011101
item139 10111010011111010000100000011011001110011000110000100111111111
